bin	name	chrom	strand	txStart	txEnd	name2
621	NM_001278309	chr12	-	4724673	4758213	AKAP3
621	NM_006422	chr12	-	4724673	4758213	AKAP3
1389	NM_001034173	chr12	-	105413561	105478341	ALDH1L2
1389	NR_027752	chr12	-	105413561	105478341	ALDH1L2
1441	NM_000690	chr12	+	112204690	112247789	ALDH2
1441	NM_001204889	chr12	+	112204690	112247789	ALDH2
845	NM_032834	chr12	+	34175215	34181236	ALG10
880	NM_001013620	chr12	+	38710556	38723528	ALG10B
880	NM_001308340	chr12	+	38710556	38723528	ALG10B
1420	NM_001145375	chr12	-	109525992	109531293	ALKBH2
1420	NM_001145374	chr12	-	109525992	109531293	ALKBH2
1420	NM_001205180	chr12	-	109525992	109531293	ALKBH2
1420	NM_001205179	chr12	-	109525992	109531293	ALKBH2
1420	NM_001001655	chr12	-	109525992	109531293	ALKBH2
1238	NM_006982	chr12	+	85674035	85695561	ALX1
164	NM_152435	chr12	+	96337070	96362370	AMDHD1
995	NM_001164690	chr12	+	53817638	53825318	AMHR2
995	NM_001164691	chr12	+	53817638	53825318	AMHR2
995	NM_020547	chr12	+	53817638	53825318	AMHR2
947	NM_181847	chr12	-	47469489	47473734	AMIGO2
947	NM_001143668	chr12	-	47470382	47473734	AMIGO2
103	NM_001113402	chr12	-	31824070	31882108	AMN1
103	NM_001278411	chr12	-	31824070	31882108	AMN1
103	NM_001278412	chr12	-	31824070	31882108	AMN1
103	NR_103522	chr12	-	31824070	31882108	AMN1
103	NR_103523	chr12	-	31824070	31882108	AMN1
189	NM_016237	chr12	-	121746047	121790265	ANAPC5
189	NM_001137559	chr12	-	121746047	121792012	ANAPC5
1430	NM_016238	chr12	-	110810704	110841535	ANAPC7
1430	NM_001137664	chr12	-	110813271	110841535	ANAPC7
1605	NM_001191054	chr12	-	133794897	133812422	ANHX
1602	NM_015114	chr12	-	133302252	133338474	ANKLE2
1427	NM_033121	chr12	+	110437234	110477235	ANKRD13A
983	NM_001304460	chr12	+	52281792	52285505	ANKRD33
983	NM_001130015	chr12	+	52281792	52285505	ANKRD33
983	NM_001304459	chr12	+	52281792	52285505	ANKRD33
983	NM_182608	chr12	+	52281792	52285505	ANKRD33
1017	NM_173595	chr12	-	56631590	56652143	ANKRD52
167	NM_001204081	chr12	-	99128568	99288674	ANKS1B
167	NM_020140	chr12	-	99128568	99548577	ANKS1B
20	NM_152788	chr12	-	99128568	100378432	ANKS1B
167	NM_001204065	chr12	-	99137751	99288674	ANKS1B
167	NM_001204079	chr12	-	99137751	99288674	ANKS1B
167	NM_001204080	chr12	-	99137751	99288674	ANKS1B
167	NM_001204068	chr12	-	99137751	99548577	ANKS1B
167	NM_001204069	chr12	-	99137751	99548577	ANKS1B
167	NM_001204070	chr12	-	99137751	99548577	ANKS1B
167	NM_181670	chr12	-	99137751	99548577	ANKS1B
167	NM_001204066	chr12	-	99137751	99548645	ANKS1B
167	NM_001204067	chr12	-	99137751	99548868	ANKS1B
78	NM_001278596	chr12	-	5671816	6054425	ANO2
78	NM_001278597	chr12	-	5671816	6055398	ANO2
169	NM_001286615	chr12	+	101188373	101522419	ANO4
169	NM_178826	chr12	+	101188373	101522419	ANO4
169	NM_001286616	chr12	+	101295423	101522419	ANO4
116	NM_001025356	chr12	+	45609769	45826134	ANO6
116	NM_001204803	chr12	+	45609769	45826134	ANO6
116	NM_001142679	chr12	+	45609769	45834187	ANO6
116	NM_001142678	chr12	+	45686465	45826134	ANO6
957	NM_012404	chr12	+	48866447	48866843	ANP32D
167	NM_001160	chr12	+	99039077	99129211	APAF1
167	NM_013229	chr12	+	99039077	99129211	APAF1
167	NM_181861	chr12	+	99039077	99129211	APAF1
167	NM_181868	chr12	+	99039077	99129211	APAF1
167	NM_181869	chr12	+	99039077	99129211	APAF1
644	NM_001644	chr12	-	7801995	7818499	APOBEC1
644	NM_005889	chr12	-	7801995	7818499	APOBEC1
644	NM_001304566	chr12	-	7801995	7823195	APOBEC1
1018	NM_001638	chr12	-	56754354	56756583	APOF
683	NM_030817	chr12	+	12938540	12944399	APOLD1
683	NM_001130415	chr12	+	12878850	12944399	APOLD1
1390	NM_001251905	chr12	-	105567074	105627183	APPL2
1390	NM_001251904	chr12	-	105567074	105630008	APPL2
1390	NM_018171	chr12	-	105567074	105630008	APPL2
969	NM_000486	chr12	+	50344523	50352664	AQP2
969	NM_001651	chr12	+	50355278	50359465	AQP5
969	NM_001652	chr12	+	50366619	50370922	AQP6
961	NM_001659	chr12	-	49329991	49351252	ARF3
1026	NM_001080156	chr12	-	57866037	57871981	ARHGAP9
1026	NM_001319851	chr12	-	57866037	57871981	ARHGAP9
1026	NM_001319852	chr12	-	57866037	57871981	ARHGAP9
1026	NM_001080157	chr12	-	57866037	57873424	ARHGAP9
1026	NM_032496	chr12	-	57866037	57873655	ARHGAP9
1026	NM_001319850	chr12	-	57866037	57882597	ARHGAP9
700	NR_135637	chr12	-	15094948	15101830	ARHGDIB
700	NM_001321423	chr12	-	15094948	15104040	ARHGDIB
700	NM_001321422	chr12	-	15094948	15104085	ARHGDIB
700	NM_001321421	chr12	-	15094948	15114200	ARHGDIB
700	NM_001175	chr12	-	15094948	15114704	ARHGDIB
700	NM_001321420	chr12	-	15094948	15114704	ARHGDIB
1027	NM_001111270	chr12	+	58003962	58011028	ARHGEF25
1027	NM_182947	chr12	+	58005217	58011028	ARHGEF25
1027	NR_046223	chr12	+	58005217	58011028	ARHGEF25
14	NM_152641	chr12	+	46123619	46301819	ARID2
1361	NM_001177	chr12	-	101786897	101801598	ARL1
1361	NM_001301068	chr12	-	101786897	101801598	ARL1
1526	NM_001002251	chr12	+	123464606	123467460	ARL6IP4
1526	NM_001002252	chr12	+	123464606	123467460	ARL6IP4
1526	NM_001278378	chr12	+	123464606	123467460	ARL6IP4
1526	NM_001278379	chr12	+	123464606	123467460	ARL6IP4
1526	NM_001278380	chr12	+	123464606	123467460	ARL6IP4
1526	NM_016638	chr12	+	123464606	123467460	ARL6IP4
1526	NM_018694	chr12	+	123464606	123467460	ARL6IP4
1526	NR_103512	chr12	+	123464606	123467460	ARL6IP4
99	NM_001248003	chr12	+	27485786	27578746	ARNTL2
99	NM_001248004	chr12	+	27485786	27578746	ARNTL2
99	NM_001248005	chr12	+	27485786	27578746	ARNTL2
99	NM_020183	chr12	+	27485786	27578746	ARNTL2
99	NM_001248002	chr12	+	27485786	27578746	ARNTL2
795	NR_109975	chr12	-	27542721	27599567	ARNTL2-AS1
178	NM_001278556	chr12	-	110872694	110888216	ARPC3
178	NM_001287222	chr12	-	110872694	110888216	ARPC3
699	NM_021071	chr12	-	14982244	14996413	ART4
955	NM_001319296	chr12	-	48541570	48551378	ASB8
955	NM_001319298	chr12	-	48541570	48551378	ASB8
955	NM_001319299	chr12	-	48541570	48551378	ASB8
955	NM_001319300	chr12	-	48541570	48551378	ASB8
955	NM_001319301	chr12	-	48541570	48551378	ASB8
955	NM_024095	chr12	-	48541570	48551378	ASB8
955	NM_001319297	chr12	-	48541570	48551378	ASB8
1373	NM_004316	chr12	+	103351451	103354294	ASCL1
1410	NM_203436	chr12	+	108168161	108170421	ASCL4
121	NM_001095	chr12	+	50451419	50477405	ASIC1
121	NM_020039	chr12	+	50451419	50477405	ASIC1
121	NR_046389	chr12	+	50451419	50477405	ASIC1
970	NM_001256830	chr12	+	50467367	50477405	ASIC1
791	NM_018164	chr12	-	27058111	27091254	ASUN
975	NM_005171	chr12	+	51157788	51214943	ATF1
124	NM_001206683	chr12	-	53936668	54019780	ATF7
124	NR_073163	chr12	-	53901639	54020199	ATF7
124	NM_001130060	chr12	-	53905842	54020199	ATF7
124	NM_006856	chr12	-	53905842	54020199	ATF7
124	NM_001206682	chr12	-	53936668	54020199	ATF7
86	NM_001286515	chr12	+	14518565	14635024	ATF7IP
86	NM_001286514	chr12	+	14518565	14655869	ATF7IP
86	NM_018179	chr12	+	14518565	14655869	ATF7IP
86	NM_181352	chr12	+	14537997	14655869	ATF7IP
985	NM_001098673	chr12	+	52463757	52471279	ATG101
985	NM_021934	chr12	+	52463757	52471279	ATG101
638	NM_001007026	chr12	+	7033625	7051484	ATN1
638	NM_001940	chr12	+	7037479	7051484	ATN1
1030	NM_001320408	chr12	+	58335286	58351052	ATP23
1030	NM_001320409	chr12	+	58335286	58351052	ATP23
1030	NM_001320410	chr12	+	58335286	58351052	ATP23
1030	NM_033276	chr12	+	58335286	58351052	ATP23
178	NM_001681	chr12	+	110719031	110788897	ATP2A2
178	NM_170665	chr12	+	110719031	110788897	ATP2A2
158	NM_001001323	chr12	-	89981825	90049844	ATP2B1
158	NM_001682	chr12	-	89981825	90049844	ATP2B1
1020	NM_001686	chr12	-	57031958	57039852	ATP5B
997	NM_005176	chr12	-	54058943	54070109	ATP5G2
997	NM_001002031	chr12	-	54058943	54070512	ATP5G2
1532	NM_012463	chr12	+	124196864	124246301	ATP6V0A2
179	NM_001310121	chr12	-	111890017	112037477	ATXN2
179	NM_001310123	chr12	-	111890017	112037477	ATXN2
179	NM_002973	chr12	-	111890017	112037480	ATXN2
179	NR_132311	chr12	-	111890017	112037480	ATXN2
1156	NM_001136262	chr12	+	74931550	74935232	ATXN7L3B
128	NM_006576	chr12	-	58191159	58209852	AVIL
1069	NM_000706	chr12	-	63536538	63546590	AVPR1A
1521	NM_030765	chr12	+	122688227	122692084	B3GNT4
1027	NM_001276468	chr12	-	58019677	58026464	B4GALNT1
1027	NM_001478	chr12	-	58019677	58027022	B4GALNT1
1027	NM_001276469	chr12	-	58023113	58027022	B4GALNT1
73	NM_173593	chr12	+	569542	671058	B4GALNT3
127	NM_001300905	chr12	-	56989379	57024115	BAZ2A
127	NM_013449	chr12	-	56989379	57030163	BAZ2A
1170	NM_024685	chr12	-	76738265	76742222	BBS10
96	NM_001178094	chr12	-	24962957	25055322	BCAT1
96	NM_001178093	chr12	-	24962957	25056009	BCAT1
96	NM_001178091	chr12	-	24962957	25102393	BCAT1
96	NM_001178092	chr12	-	24962957	25102393	BCAT1
96	NM_005504	chr12	-	24962957	25102393	BCAT1
968	NM_181708	chr12	-	50229825	50236912	BCDIN3D
968	NR_027499	chr12	+	50222325	50234937	BCDIN3D-AS1
968	NR_027500	chr12	+	50222325	50234937	BCDIN3D-AS1
968	NR_027501	chr12	+	50222325	50234937	BCDIN3D-AS1
678	NM_138723	chr12	+	12223877	12252627	BCL2L14
678	NM_030766	chr12	+	12224401	12252627	BCL2L14
678	NM_138722	chr12	+	12224401	12252627	BCL2L14
1519	NM_001024808	chr12	+	122459791	122499950	BCL7A
1519	NM_020993	chr12	+	122459791	122499950	BCL7A
1119	NM_001282614	chr12	-	70037287	70093196	BEST3
1119	NM_152439	chr12	-	70047388	70083057	BEST3
1119	NM_001282613	chr12	-	70047388	70093196	BEST3
1119	NM_032735	chr12	-	70047388	70093196	BEST3
1119	NR_104220	chr12	-	70077020	70083057	BEST3
1119	NM_001282615	chr12	-	70077020	70093196	BEST3
1119	NM_001282616	chr12	-	70077020	70093196	BEST3
785	NM_030762	chr12	-	26272958	26278003	BHLHE41
12	NM_001003398	chr12	+	32260184	32531141	BICD1
12	NM_001714	chr12	+	32260184	32531141	BICD1
187	NM_207311	chr12	+	120427647	120532299	BICDL1
979	NM_001290008	chr12	-	51674821	51717982	BIN2
979	NM_001290009	chr12	-	51674821	51717982	BIN2
979	NM_016293	chr12	-	51674821	51717982	BIN2
979	NM_001290007	chr12	-	51674821	51718464	BIN2
1013	NM_001487	chr12	+	56109817	56113491	BLOC1S1
1013	NR_037655	chr12	+	56109817	56113491	BLOC1S1
1013	NR_037656	chr12	+	56110075	56113491	BLOC1S1
1013	NR_037657	chr12	+	56110075	56113491	BLOC1S1
1013	NR_037658	chr12	+	56109817	56118526	BLOC1S1-RDH5
10	NM_001300742	chr12	+	12510012	12619838	BORCS5
10	NM_058169	chr12	+	12510012	12619838	BORCS5
1440	NM_006768	chr12	-	112079949	112123800	BRAP
1542	NM_080626	chr12	+	125478193	125510349	BRI3BP
21	NM_001018072	chr12	+	107712196	108053419	BTBD11
21	NM_001017523	chr12	+	107974633	108053419	BTBD11
161	NM_001731	chr12	-	92534053	92539673	BTG1
994	NM_021640	chr12	+	53693469	53700965	C12orf10
1259	NM_001009894	chr12	+	88429267	88443937	C12orf29
620	NM_001304811	chr12	-	4596895	4647674	C12orf4
620	NM_020374	chr12	-	4596895	4647674	C12orf4
890	NM_001319247	chr12	+	40019968	40085989	C12orf40
111	NM_001031748	chr12	+	40019968	40115720	C12orf40
111	NR_135051	chr12	+	40019968	40302102	C12orf40
21	NR_103526	chr12	-	103631368	103889788	C12orf42
21	NM_001099336	chr12	-	103695718	103889788	C12orf42
21	NM_001278419	chr12	-	103695718	103889788	C12orf42
21	NM_001278420	chr12	-	103695718	103889788	C12orf42
21	NM_198521	chr12	-	103695718	103889788	C12orf42
1511	NM_001286191	chr12	-	121440224	121454305	C12orf43
1511	NM_001286192	chr12	-	121440224	121454305	C12orf43
1511	NM_001286195	chr12	-	121440224	121454305	C12orf43
1511	NM_001286196	chr12	-	121440224	121454305	C12orf43
1511	NM_001286197	chr12	-	121440224	121454305	C12orf43
1511	NM_001286198	chr12	-	121440224	121454305	C12orf43
1511	NM_022895	chr12	-	121440224	121454305	C12orf43
1511	NR_104409	chr12	-	121440224	121454305	C12orf43
173	NM_152318	chr12	+	105380097	105388505	C12orf45
1478	NM_024738	chr12	-	117151124	117175875	C12orf49
1259	NM_152589	chr12	-	88373815	88423176	C12orf50
119	NM_152319	chr12	+	48876285	48890297	C12orf54
134	NM_001099676	chr12	-	64660762	64784345	C12orf56
134	NM_001170633	chr12	-	64660762	64784345	C12orf56
638	NM_001301836	chr12	+	7052600	7055166	C12orf57
638	NM_001301834	chr12	+	7052664	7055166	C12orf57
638	NM_001301837	chr12	+	7052979	7055166	C12orf57
638	NM_001301838	chr12	+	7052979	7055166	C12orf57
638	NM_138425	chr12	+	7052979	7055166	C12orf57
638	NR_126035	chr12	+	7052979	7055166	C12orf57
699	NM_175874	chr12	+	14956505	14976791	C12orf60
23	NM_152269	chr12	+	123717843	123742506	C12orf65
23	NM_001194995	chr12	+	123718027	123742506	C12orf65
23	NM_001143905	chr12	+	123718290	123742506	C12orf65
1077	NM_001300941	chr12	-	64586418	64616076	C12orf66
1077	NM_152440	chr12	-	64586418	64616076	C12orf66
1077	NM_001300940	chr12	-	64580091	64616076	C12orf66
792	NM_001080406	chr12	-	27233989	27235455	C12orf71
1381	NM_001135570	chr12	-	104343980	104350993	C12orf73
1295	NM_001037671	chr12	+	93096618	93102325	C12orf74
1295	NM_001178097	chr12	+	93096618	93102325	C12orf74
1391	NM_001145199	chr12	+	105724413	105765296	C12orf75
178	NM_207435	chr12	-	110478981	110505500	C12orf76
776	NM_001101339	chr12	-	25146364	25150373	C12orf77
986	NM_001242696	chr12	-	52599364	52604639	C12orf80
964	NM_001008223	chr12	-	49726199	49730971	C1QL4
79	NM_001733	chr12	-	7187514	7245043	C1R
640	NM_001297643	chr12	-	7254201	7261874	C1RL
640	NM_001297642	chr12	-	7247145	7261874	C1RL
640	NM_001297640	chr12	-	7247145	7261874	C1RL
640	NM_016546	chr12	-	7247145	7261874	C1RL
640	NR_026947	chr12	+	7260903	7274447	C1RL-AS1
639	NM_001734	chr12	+	7167979	7178335	C1S
639	NM_201442	chr12	+	7167979	7178335	C1S
94	NM_001286174	chr12	-	22601479	22697480	C2CD5
94	NM_001286173	chr12	-	22601479	22697480	C2CD5
94	NM_001286175	chr12	-	22601479	22697480	C2CD5
94	NM_001286177	chr12	-	22601479	22697480	C2CD5
94	NM_014802	chr12	-	22601479	22697480	C2CD5
94	NM_001286176	chr12	-	22601479	22697480	C2CD5
647	NM_004054	chr12	-	8209439	8219067	C3AR1
647	NM_001326477	chr12	-	8209439	8219067	C3AR1
647	NM_001326475	chr12	-	8209439	8219067	C3AR1
1508	NM_001033677	chr12	+	121078421	121105127	CABP1
1508	NM_004276	chr12	+	121088309	121105127	CABP1
1508	NM_031205	chr12	+	121088309	121105127	CABP1
75	NM_000719	chr12	+	2162415	2807115	CACNA1C
75	NM_001129827	chr12	+	2162415	2807115	CACNA1C
75	NM_001129829	chr12	+	2162415	2807115	CACNA1C
75	NM_001129831	chr12	+	2162415	2807115	CACNA1C
75	NM_001129832	chr12	+	2162415	2807115	CACNA1C
75	NM_001129833	chr12	+	2162415	2807115	CACNA1C
75	NM_001129834	chr12	+	2162415	2807115	CACNA1C
75	NM_001129835	chr12	+	2162415	2807115	CACNA1C
75	NM_001129836	chr12	+	2162415	2807115	CACNA1C
75	NM_001129837	chr12	+	2162415	2807115	CACNA1C
75	NM_001129838	chr12	+	2162415	2807115	CACNA1C
75	NM_001129840	chr12	+	2162415	2807115	CACNA1C
75	NM_001129841	chr12	+	2162415	2807115	CACNA1C
75	NM_001129842	chr12	+	2162415	2807115	CACNA1C
75	NM_001129843	chr12	+	2162415	2807115	CACNA1C
75	NM_001129844	chr12	+	2162415	2807115	CACNA1C
75	NM_001129846	chr12	+	2162415	2807115	CACNA1C
75	NM_001167623	chr12	+	2162415	2807115	CACNA1C
75	NM_001167625	chr12	+	2162415	2807115	CACNA1C
75	NM_001167624	chr12	+	2162450	2807115	CACNA1C
75	NM_199460	chr12	+	2162450	2807115	CACNA1C
75	NM_001129839	chr12	+	2162415	2807115	CACNA1C
75	NM_001129830	chr12	+	2162450	2807115	CACNA1C
606	NR_045725	chr12	-	2785166	2800323	CACNA1C-AS1
606	NR_046579	chr12	-	2777665	2781386	CACNA1C-AS2
602	NR_046578	chr12	-	2329702	2332647	CACNA1C-AS4
601	NR_046768	chr12	+	2157517	2158628	CACNA1C-IT2
603	NR_046769	chr12	+	2378941	2397911	CACNA1C-IT3
74	NM_172364	chr12	-	1901122	2027870	CACNA2D4
960	NM_001206917	chr12	+	49208214	49222726	CACNB3
960	NM_001206916	chr12	+	49209356	49222726	CACNB3
960	NM_000725	chr12	+	49212253	49222726	CACNB3
960	NM_001206915	chr12	+	49212253	49222726	CACNB3
997	NR_026554	chr12	-	54104901	54121307	CALCOCO1
997	NM_001143682	chr12	-	54104902	54121307	CALCOCO1
997	NM_020898	chr12	-	54104901	54121307	CALCOCO1
1513	NM_172214	chr12	-	121681390	121736111	CAMKK2
1513	NM_172216	chr12	-	121675494	121736111	CAMKK2
1513	NM_172226	chr12	-	121675494	121734556	CAMKK2
1513	NM_153500	chr12	-	121675494	121736111	CAMKK2
1513	NM_001270485	chr12	-	121675494	121734556	CAMKK2
1513	NM_001270486	chr12	-	121675494	121712388	CAMKK2
1513	NM_153499	chr12	-	121675494	121736111	CAMKK2
1513	NM_172215	chr12	-	121681390	121736111	CAMKK2
1513	NM_006549	chr12	-	121675494	121736111	CAMKK2
1101	NM_018448	chr12	+	67663060	67708472	CAND1
820	NM_001002259	chr12	-	30862485	30907448	CAPRIN2
820	NM_001206856	chr12	-	30862485	30907448	CAPRIN2
820	NM_001319842	chr12	-	30862485	30907448	CAPRIN2
820	NM_001319843	chr12	-	30862485	30907448	CAPRIN2
820	NM_023925	chr12	-	30862485	30907448	CAPRIN2
820	NM_032156	chr12	-	30862485	30907448	CAPRIN2
820	NM_001319844	chr12	-	30862485	30907824	CAPRIN2
820	NM_001319845	chr12	-	30862485	30907824	CAPRIN2
820	NM_001319846	chr12	-	30862485	30907884	CAPRIN2
1162	NM_001286547	chr12	-	75669758	75723836	CAPS2
1162	NM_032606	chr12	-	75669758	75723836	CAPS2
145	NM_001286548	chr12	-	75670999	75784702	CAPS2
145	NM_001286549	chr12	-	75670999	75784702	CAPS2
729	NM_033328	chr12	+	18891044	18892122	CAPZA3
97	NM_001082972	chr12	-	25261222	25348096	CASC1
97	NM_001082973	chr12	-	25261222	25348096	CASC1
97	NM_001204101	chr12	-	25261222	25348096	CASC1
97	NM_001204102	chr12	-	25261222	25348096	CASC1
97	NM_001319977	chr12	-	25261222	25348096	CASC1
97	NM_001319978	chr12	-	25261222	25348096	CASC1
97	NM_018272	chr12	-	25261222	25348096	CASC1
1394	NR_110108	chr12	+	106097980	106137841	CASC18
1394	NR_110109	chr12	+	106097980	106137841	CASC18
1394	NR_110110	chr12	+	106100551	106137841	CASC18
1394	NR_110111	chr12	+	106100551	106137841	CASC18
1001	NM_001127322	chr12	-	54624730	54653329	CBX5
1001	NM_001127321	chr12	-	54624730	54653370	CBX5
125	NM_012117	chr12	-	54624730	54673915	CBX5
955	NM_001013635	chr12	+	48577365	48579709	CCDC184
1319	NM_182496	chr12	-	96260825	96336428	CCDC38
1366	NM_001301107	chr12	-	102406617	102455902	CCDC53
1366	NM_016053	chr12	-	102406617	102455902	CCDC53
1216	NM_014167	chr12	-	82746082	82752199	CCDC59
1216	NR_033192	chr12	-	82746082	82752584	CCDC59
187	NM_178499	chr12	+	119772516	119978852	CCDC60
1525	NM_201435	chr12	+	123259055	123311927	CCDC62
1525	NR_027918	chr12	+	123259055	123311927	CCDC62
1434	NM_001286243	chr12	+	111284763	111345339	CCDC63
1434	NM_001286244	chr12	+	111284763	111345339	CCDC63
1434	NM_152591	chr12	+	111284763	111345339	CCDC63
961	NM_001286957	chr12	+	49297892	49315359	CCDC65
961	NM_033124	chr12	+	49297892	49315359	CCDC65
73	NM_001130147	chr12	+	498515	551806	CCDC77
73	NM_001130148	chr12	+	498515	551806	CCDC77
73	NM_001130146	chr12	+	510740	551806	CCDC77
73	NM_032358	chr12	+	510740	551806	CCDC77
100	NM_018318	chr12	+	28410132	28703099	CCDC91
1534	NM_001304959	chr12	-	124420955	124456637	CCDC92
1534	NM_001304960	chr12	-	124420955	124456637	CCDC92
1534	NM_001304957	chr12	-	124420955	124457532	CCDC92
1534	NM_001304958	chr12	-	124420955	124457532	CCDC92
1534	NM_001304961	chr12	-	124420955	124457532	CCDC92
1534	NM_025140	chr12	-	124420955	124457532	CCDC92
1281	NR_130711	chr12	-	91345991	91348924	CCER1
1281	NM_152638	chr12	-	91345991	91348953	CCER1
618	NM_001759	chr12	+	4382901	4414522	CCND2
618	NR_125790	chr12	-	4357932	4385350	CCND2-AS1
959	NM_001240	chr12	-	49082240	49110781	CCNT1
959	NM_001277842	chr12	-	49082240	49110781	CCNT1
139	NM_006431	chr12	+	69979207	69995357	CCT2
139	NM_001198842	chr12	+	69979461	69995357	CCT2
643	NM_004244	chr12	-	7623411	7656414	CD163
643	NM_203416	chr12	-	7623411	7656414	CD163
642	NM_001297650	chr12	-	7507555	7596781	CD163L1
642	NM_174941	chr12	-	7507555	7596781	CD163L1
635	NM_001242	chr12	+	6554050	6560884	CD27
79	NR_015382	chr12	-	6548166	6560683	CD27-AS1
637	NM_000616	chr12	+	6898637	6929976	CD4
637	NM_001195014	chr12	+	6898637	6929976	CD4
637	NM_001195015	chr12	+	6898637	6929976	CD4
637	NM_001195016	chr12	+	6898637	6929976	CD4
637	NM_001195017	chr12	+	6898637	6929976	CD4
1013	NM_001257401	chr12	-	56119226	56121572	CD63
1013	NM_001257400	chr12	-	56119226	56121684	CD63
1013	NM_001257392	chr12	-	56119226	56122136	CD63
1013	NM_001257391	chr12	-	56119226	56122266	CD63
1013	NM_001257390	chr12	-	56119226	56122434	CD63
1013	NM_001267698	chr12	-	56119226	56122761	CD63
1013	NM_001780	chr12	-	56119226	56122922	CD63
1013	NM_001257389	chr12	-	56119226	56123457	CD63
660	NM_001781	chr12	-	9905081	9913497	CD69
633	NM_001769	chr12	+	6309481	6347437	CD9
638	NM_001297603	chr12	-	6955888	6961230	CDCA3
638	NM_001297602	chr12	-	6957971	6961230	CDCA3
638	NM_001297604	chr12	-	6957971	6961230	CDCA3
638	NM_031299	chr12	-	6957971	6961230	CDCA3
638	NR_123727	chr12	-	6957971	6961230	CDCA3
165	NM_001170464	chr12	-	96672038	96794366	CDK17
165	NM_002595	chr12	-	96672038	96794366	CDK17
126	NM_001798	chr12	+	56360552	56366573	CDK2
126	NM_001290230	chr12	+	56360552	56366573	CDK2
126	NM_052827	chr12	+	56360552	56366573	CDK2
1529	NR_073007	chr12	-	123745516	123756863	CDK2AP1
1529	NM_004642	chr12	-	123745516	123756687	CDK2AP1
1529	NM_001270434	chr12	-	123745516	123752801	CDK2AP1
1529	NM_001270433	chr12	-	123745516	123754781	CDK2AP1
1529	NR_073008	chr12	-	123745516	123755649	CDK2AP1
1028	NM_000075	chr12	-	58141509	58146230	CDK4
683	NM_004064	chr12	+	12870203	12875316	CDKN1B
979	NM_001971	chr12	-	51722226	51740463	CELA1
157	NM_025114	chr12	-	88442789	88535993	CEP290
163	NM_016122	chr12	-	94702055	94853764	CEP83
163	NM_001042399	chr12	-	94702055	94853764	CEP83
1308	NR_027035	chr12	+	94853778	94856344	CEP83-AS1
970	NM_001281731	chr12	-	50523088	50561316	CERS5
970	NM_147190	chr12	-	50523088	50561316	CERS5
970	NR_104035	chr12	-	50523088	50561316	CERS5
165	NM_001306084	chr12	+	96883348	97269333	CFAP54
1451	NM_001144872	chr12	+	113587662	113597081	CFAP73
79	NM_001297553	chr12	-	6679247	6715617	CHD4
79	NM_001273	chr12	-	6679247	6716599	CHD4
200	NM_001161344	chr12	-	133416937	133464204	CHFR
200	NM_001161345	chr12	-	133416937	133464204	CHFR
200	NM_001161346	chr12	-	133416937	133464204	CHFR
200	NM_001161347	chr12	-	133416937	133464204	CHFR
200	NM_018223	chr12	-	133416937	133464204	CHFR
170	NM_020244	chr12	+	102091416	102122846	CHPT1
21	NM_001173982	chr12	+	104850691	105155792	CHST11
21	NM_018413	chr12	+	104850691	105155792	CHST11
998	NR_104333	chr12	-	54144230	54145619	CISTR
998	NR_104332	chr12	-	54144230	54150818	CISTR
187	NM_001206999	chr12	-	120123594	120315095	CIT
187	NM_007174	chr12	-	120123594	120315095	CIT
1398	NM_006825	chr12	-	106631658	106641713	CKAP4
662	NM_001207010	chr12	+	10103914	10138194	CLEC12A
662	NM_001300730	chr12	+	10124007	10136841	CLEC12A
662	NM_138337	chr12	+	10124007	10138194	CLEC12A
662	NM_201623	chr12	+	10124007	10138194	CLEC12A
662	NM_001319242	chr12	+	10163225	10170548	CLEC12B
662	NM_205852	chr12	+	10163225	10170548	CLEC12B
662	NM_001129998	chr12	+	10163225	10171399	CLEC12B
662	NM_001319241	chr12	+	10163225	10171399	CLEC12B
662	NR_135049	chr12	+	10163225	10171399	CLEC12B
82	NM_001297748	chr12	-	10222152	10251664	CLEC1A
82	NM_001297749	chr12	-	10222152	10251664	CLEC1A
82	NM_001297750	chr12	-	10222152	10251664	CLEC1A
82	NM_001297751	chr12	-	10222152	10251664	CLEC1A
82	NM_016511	chr12	-	10222152	10251664	CLEC1A
662	NM_016509	chr12	-	10145661	10151899	CLEC1B
662	NM_001099431	chr12	-	10145661	10151899	CLEC1B
661	NM_207375	chr12	-	10051271	10084980	CLEC2A
661	NM_001130711	chr12	-	10065825	10084980	CLEC2A
661	NM_005127	chr12	-	10004967	10022458	CLEC2B
82	NM_001004419	chr12	+	9822303	9852151	CLEC2D
82	NM_001197317	chr12	+	9822303	9852151	CLEC2D
82	NM_001197318	chr12	+	9822303	9852151	CLEC2D
82	NM_001197319	chr12	+	9822303	9852151	CLEC2D
82	NM_013269	chr12	+	9822303	9852151	CLEC2D
82	NR_036693	chr12	+	9822303	9852151	CLEC2D
648	NM_016184	chr12	+	8276227	8291203	CLEC4A
648	NM_194447	chr12	+	8276227	8291203	CLEC4A
648	NM_194448	chr12	+	8276227	8291203	CLEC4A
648	NM_194450	chr12	+	8276227	8291203	CLEC4A
645	NM_203503	chr12	-	7882010	7902069	CLEC4C
645	NM_130441	chr12	-	7882010	7902069	CLEC4C
651	NM_080387	chr12	+	8666135	8674960	CLEC4D
651	NM_014358	chr12	-	8685900	8693558	CLEC4E
